3070801,1963,1096,,"BE","",,1,,269,6,69,,1,,0,,,,,,,
3070802,1963,1096,,"US","TX",,1,,2,6,63,,0,,,,,,,,,
3070803,1963,1096,,"US","IL",,1,,2,6,63,,9,,0.3704,,,,,,,
3070804,1963,1096,,"US","OH",,1,,2,6,63,,3,,0.6667,,,,,,,
3070805,1963,1096,,"US","CA",,1,,2,6,63,,1,,0,,,,,,,
3070806,1963,1096,,"US","PA",,1,,2,6,63,,0,,,,,,,,,
3070807,1963,1096,,"US","OH",,1,,623,3,39,,3,,0.4444,,,,,,,
3070808,1963,1096,,"US","IA",,1,,623,3,39,,4,,0.375,,,,,,,
3070809,1963,1096,,"US","AZ",,1,,4,6,65,,0,,,,,,,,,
3070810,1963,1096,,"US","IL",,1,,4,6,65,,3,,0.4444,,,,,,,
3070811,1963,1096,,"US","CA",,1,,4,6,65,,8,,0,,,,,,,
3070812,1963,1096,,"US","LA",,1,,4,6,65,,3,,0.4444,,,,,,,
3070813,1963,1096,,"US","NY",,1,,5,6,65,,2,,0,,,,,,,
3070814,1963,1096,,"US","MN",,2,,267,5,59,,2,,0.5,,,,,,,
3070815,1963,1096,,"US","CO",,1,,7,5,59,,1,,0,,,,,,,
3070816,1963,1096,,"US","OK",,1,,114,5,55,,4,,0,,,,,,,
3070817,1963,1096,,"US","RI",,2,,114,5,55,,5,,0.64,,,,,,,
3070818,1963,1096,,"US","IN",,1,,441,6,69,,4,,0.625,,,,,,,
3070819,1963,1096,,"US","TN",,4,,12,6,63,,0,,,,,,,,,
3070820,1963,1096,,"GB","",,2,,12,6,63,,0,,,,,,,,,
3070821,1963,1096,,"US","IL",,2,,15,6,69,,1,,0,,,,,,,
3070822,1963,1096,,"US","NY",,2,,401,1,12,,4,,0.375,,,,,,,
3070823,1963,1096,,"US","MI",,1,,401,1,12,,8,,0.6563,,,,,,,
3070824,1963,1096,,"US","IL",,1,,401,1,12,,5,,0.48,,,,,,,
3070825,1963,1096,,"US","IL",,1,,401,1,12,,7,,0.6531,,,,,,,
3070826,1963,1096,,"US","IA",,1,,401,1,12,,1,,0,,,,,,,
3070827,1963,1096,,"US","CA",,4,,401,1,12,,2,,0.5,,,,,,,
3070828,1963,1096,,"US","CT",,2,,16,5,59,,4,,0.625,,,,,,,
3070829,1963,1096,,"FR","",,3,,16,5,59,,5,,0.48,,,,,,,
3070830,1963,1096,,"US","NH",,2,,16,5,59,,0,,,,,,,,,
3070831,1963,1096,,"US","CT",,2,,16,5,59,,0,,,,,,,,,
3070832,1963,1096,,"US","LA",,2,,452,6,61,,1,,0,,,,,,,
3070833,1963,1096,,"US","LA",,1,,452,6,61,,5,,0,,,,,,,
3070834,1963,1096,,"US","FL",,1,,452,6,61,,3,,0.4444,,,,,,,
3070835,1963,1096,,"US","IL",,2,,264,5,51,,5,,0.64,,,,,,,
3070836,1963,1096,,"US","OK",,2,,264,5,51,,24,,0.7569,,,,,,,
3070837,1963,1096,,"CH","",,3,,264,5,51,,7,,0.6122,,,,,,,
3070838,1963,1096,,"CH","",,5,,425,5,51,,5,,0.48,,,,,,,
3070839,1963,1096,,"US","TN",,2,,425,5,51,,8,,0.4063,,,,,,,
3070840,1963,1096,,"GB","",,3,,425,5,51,,6,,0.7778,,,,,,,
3070841,1963,1096,,"US","OH",,2,,264,5,51,,6,,0.8333,,,,,,,
3070842,1963,1096,,"US","TX",,1,,425,5,51,,1,,0,,,,,,,
3070843,1963,1096,,"US","NY",,2,,425,5,51,,1,,0,,,,,,,
3070844,1963,1096,,"US","OH",,2,,425,5,51,,2,,0,,,,,,,
3070845,1963,1096,,"US","IL",,1,,52,6,69,,3,,0,,,,,,,
3070846,1963,1096,,"US","NY",,2,,425,5,51,,9,,0.7407,,,,,,,
3070847,1963,1096,,"DE","",,3,,19,1,11,,8,,0.5313,,,,,,,
3070848,1963,1096,,"DE","",,1,,19,1,11,,1,,0,,,,,,,
3070849,1963,1096,,"US","IL",,1,,52,6,69,,1,,0,,,,,,,
3070850,1963,1096,,"US","CA",,1,,52,6,69,,10,,0.48,,,,,,,
3070851,1963,1096,,"US","MO",,2,,52,6,69,,2,,0,,,,,,,
3070852,1963,1096,,"US","KY",,2,,49,5,59,,7,,0.2449,,,,,,,
3070853,1963,1096,,"US","FL",,1,,49,5,59,,0,,,,,,,,,
3070854,1963,1096,,"CA","",,1,,52,6,69,,0,,,,,,,,,
3070855,1963,1096,,"US","NJ",,2,,49,5,59,,0,,,,,,,,,
3070856,1963,1096,,"US","PA",,2,,49,5,59,,5,,0.72,,,,,,,
3070857,1963,1096,,"DE","",,1,,164,5,52,,5,,0.32,,,,,,,
3070858,1963,1096,,"US","WI",,1,,134,6,69,,2,,0,,,,,,,
3070859,1963,1096,,"US","MA",,2,,29,5,52,,0,,,,,,,,,
3070860,1963,1096,,"US","CT",,2,,249,6,69,,1,,0,,,,,,,
3070861,1963,1096,,"GB","",,2,,164,5,52,,0,,,,,,,,,
3070862,1963,1096,,"US","IN",,2,,164,5,52,,0,,,,,,,,,
3070863,1963,1096,,"US","CO",,1,,24,6,63,,1,,0,,,,,,,
3070864,1963,1096,,"AT","",,3,,24,6,63,,6,,0.5,,,,,,,
3070865,1963,1096,,"US","CT",,2,,24,6,63,,2,,0,,,,,,,
3070866,1963,1096,,"US","NJ",,2,,264,5,51,,1,,0,,,,,,,
3070867,1963,1096,,"US","FL",,1,,249,6,69,,4,,0.5,,,,,,,
3070868,1963,1096,,"US","VA",,2,,27,6,69,,0,,,,,,,,,
3070869,1963,1096,,"US","SC",,2,,28,6,63,,0,,,,,,,,,
3070870,1963,1096,,"US","NY",,2,,28,6,63,,4,,0.625,,,,,,,
3070871,1963,1096,,"BE","",,3,,428,6,69,,4,,0.75,,,,,,,
3070872,1963,1096,,"DE","",,3,,492,5,59,,1,,0,,,,,,,
3070873,1963,1096,,"US","CA",,2,,29,5,52,,3,,0.4444,,,,,,,
3070874,1963,1096,,"US","GA",,1,,29,5,52,,4,,0.375,,,,,,,
3070875,1963,1096,,"US","PA",,2,,428,6,69,,4,,0.625,,,,,,,
3070876,1963,1096,,"US","CA",,1,,29,5,52,,0,,,,,,,,,
3070877,1963,1096,,"US","IA",,1,,29,5,52,,2,,0,,,,,,,
3070878,1963,1096,,"CA","",,3,,228,5,52,,0,,,,,,,,,
3070879,1963,1096,,"GB","",,1,,29,5,52,,1,,0,,,,,,,
3070880,1963,1096,,"US","MA",,2,,228,5,52,,1,,0,,,,,,,
3070881,1963,1096,,"GB","",,3,,228,5,52,,1,,0,,,,,,,
3070882,1963,1096,,"US","MI",,1,,30,6,65,,0,,,,,,,,,
3070883,1963,1096,,"US","NY",,1,,30,6,65,,5,,0.8,,,,,,,
3070884,1963,1096,,"NL","",,2,,30,6,65,,2,,0,,,,,,,
3070885,1963,1096,,"FR","",,3,,30,6,65,,0,,,,,,,,,
3070886,1963,1096,,"US","VT",,6,,33,6,69,,2,,0.5,,,,,,,
3070887,1963,1096,,"US","NJ",,1,,33,6,69,,3,,0.4444,,,,,,,
3070888,1963,1096,,"US","NY",,2,,33,6,69,,0,,,,,,,,,
3070889,1963,1096,,"FR","",,3,,33,6,69,,0,,,,,,,,,
3070890,1963,1096,,"US","CT",,2,,33,6,69,,1,,0,,,,,,,
3070891,1963,1096,,"US","AZ",,1,,33,6,69,,2,,0,,,,,,,
3070892,1963,1096,,"US","MA",,6,,33,6,69,,0,,,,,,,,,
3070893,1963,1096,,"US","FL",,1,,33,6,69,,1,,0,,,,,,,
3070894,1963,1096,,"CA","",,1,,33,6,69,,0,,,,,,,,,
3070895,1963,1096,,"US","SD",,1,,33,6,69,,0,,,,,,,,,
3070896,1963,1096,,"US","MT",,2,,34,1,19,,5,,0.48,,,,,,,
3070897,1963,1096,,"US","OH",,2,,34,1,19,,1,,0,,,,,,,
3070898,1963,1096,,"US","NC",,2,,34,1,19,,0,,,,,,,,,
3070899,1963,1096,,"US","MA",,1,,34,1,19,,1,,0,,,,,,,
3070900,1963,1096,,"US","NY",,2,,34,1,19,,0,,,,,,,,,
